% interestacl94stopwords.arff

@relation interest

@attribute prevword_3 String
@attribute prevword_2 String
@attribute prevword String
@attribute nextword String
@attribute nextword_2 String
@attribute nextword_3 String
@attribute prevtag_3 String
@attribute prevtag_2 String
@attribute prevtag String
@attribute nexttag String
@attribute nexttag_2 String
@attribute nexttag_3 String
@attribute 'Class' {'interest1', 'interest2', 'interest3', 'interest4', 'interest5', 'interest6'}

@data
'said','X','expressions','transaction','borrowers','banks','VBD','X','NNS','NN','NNS','NNS','interest1'
'boston','corpX','X','expressed','buyXout','funds','NP','NP','X','VBN','NN','NNS','interest1'
'NULL','despite','renewed','public','topics','environment','NULL','IN','VBN','NN','NNS','NN','interest1'
'died','X','advertiser','X','NULL','NULL','VBD','X','NN','X','NULL','NULL','interest1'
'russians','seem','lost','whole','subject','X','NPS','VBP','VBN','JJ','NN','X','interest1'
'X','hoping','stir','old','masters','strove','X','VBG','VB','JJ','NNS','VBD','interest1'
'X','clients','express','paintings','nXt','end','X','NNS','VBP','NNS','RB','VB','interest1'
'NULL','NULL','protecting','X','NULL','NULL','NULL','NULL','VBG','X','NULL','NULL','interest4'
'acquired','15','%','datatimes','corpX','X','VBD','AB','NN','NP','NP','X','interest5'
'bonds','6X25','%','rates','X','providing','NNS','AB','NN','NNS','X','VBG','interest6'
'motor','corpX','equity','kia','X','NULL','NP','NP','NN','NP','X','NULL','interest5'
'funds','X','bring','rates','X','X','NNS','X','VB','NNS','X','X','interest6'
'X','says','X','rates','far','important','X','VBZ','X','NNS','RB','JJ','interest6'
'NULL','NULL','annualized','rates','certain','investments','NULL','NULL','VBN','NNS','JJ','NNS','interest6'
'Xs','industrial','gas','expand','subsidiary','Xs','POS','JJ','NN','VB','NN','POS','interest5'
'acquisition','51','%','makro','inc','X','NN','AB','NN','NP','NP','X','interest5'
'sees','revival','institutional','smaller','growth','stocks','VBZ','NN','JJ','JJR','JJ','NNS','interest1'
'seeing','real','turnaround','small','growth','stocks','VBG','JJ','NN','JJ','NN','NNS','interest1'
'price','changes','income','dividends','X','actual','NN','NNS','NN','NNS','SYM','JJ','interest6'
'banks','balked','low','rate','banking','fees','NNS','VBD','JJ','NN','NN','NNS','interest6'
'higher','bank','fees','X','nXt','likely','JJR','NN','NNS','X','RB','JJ','interest6'
'NULL','NULL','X','rates','X','lower','NULL','NULL','X','NNS','X','JJR','interest6'
'would','nXt','lower','rates','weaken','dollar','MD','RB','VB','NNS','VB','NN','interest6'
'X','pay','lower','rates','X','NULL','X','VBP','JJR','NNS','X','NULL','interest6'
'166','billion','including','10','years','X','AB','AB','VBG','AB','NNS','X','interest6'
'NULL','NULL','net','income','sank','27','NULL','NULL','JJ','NN','VBD','AB','interest6'
'NULL','NULL','NULL','rate','shortXterm','funds','NULL','NULL','NULL','NN','JJ','NNS','interest6'
'X','2','million','payments','medium','longXterm','X','AB','AB','NNS','JJ','JJ','interest6'
'Xinterest','X','net','income','would','X','NN','X','JJ','NN','MD','X','interest6'
'loans','X','accruing','X','net','Xinterest','NNS','X','VBG','X','JJ','NN','interest6'
'X','10','million','income','third','period','X','AB','AB','NN','JJ','NN','interest6'
'NULL','income','sources','climbed','12','%','NULL','NN','NNS','VBD','AB','NN','interest6'
'ncnb','Xs','net','margin','southeast','3X38','NP','POS','JJ','NN','NP','AB','interest6'
'million','increase','net','income','X','reflecting','AB','NN','JJ','NN','X','VBG','interest6'
'pacific','Xs','net','margin','fell','13','NP','POS','JJ','NN','VBD','AB','interest6'
'NULL','revenue','derived','dividends','jumped','30','NULL','NN','VBN','NNS','VBD','AB','interest6'
'sale','company','Xs','national','car','rental','NN','NN','POS','NP','NP','NP','interest5'
'X','including','net','X','slightly','X','X','VBG','JJ','X','RB','X','interest6'
'key','economy','working','rates','X','NULL','NN','NN','VBG','NNS','X','NULL','interest6'
'NULL','national','economic','much','better','served','NULL','JJ','JJ','RB','RB','VBN','interest4'
'served','allowing','private','bankers','investors','ultimate','VBN','VBG','JJ','NNS','NNS','JJ','interest4'
'provision','attracted','public','X','underlying','bill','NN','VBN','JJ','X','JJ','NN','interest1'
'loss','taxation','minority','14','million','irish','NN','NN','NN','AB','AB','JJ','interest5'
'NULL','NULL','shortXterm','rates','fell','yesterday','NULL','NULL','JJ','NNS','VBD','NN','interest6'
'NULL','NULL','NULL','X','NULL','NULL','NULL','NULL','NULL','X','NULL','NULL','interest1'
'tax','rate','higher','income','X','NULL','NN','NN','JJR','NN','X','NULL','interest6'
'acquire','15','%','birkel','X','closely','VB','AB','NN','NP','X','RB','interest5'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'bring','together','trading','region','X','NULL','VB','RB','NN','NN','X','NULL','interest5'
'NULL','expects','drop','rates','X','would','NULL','VBZ','NN','NNS','X','MD','interest6'
'X','holding','company','oil','natural','gas','X','VBG','NN','NN','JJ','NN','interest5'
'owns','56','%','new','field','X','VBZ','AB','NN','JJ','NN','X','interest5'
'NULL','NULL','NULL','owned','bp','petroleum','NULL','NULL','NULL','VBN','NP','NP','interest5'
'provide','liquidity','X','rate','loans','major','VB','NN','X','NN','NNS','JJ','interest6'
'said','expect','potential','banks','throughout','continental','VBD','VBP','JJ','NNS','IN','JJ','interest1'
'yesterday','allowing','key','rate','drift','downward','NN','VBG','JJ','NN','VB','RB','interest6'
'key','federal','funds','rate','dip','8','JJ','JJ','NNS','NN','VB','AB','interest6'
'rate','X','influences','rates','X','come','NN','X','VBZ','NNS','X','VB','interest6'
'fed','bring','shortXterm','rates','X','fed','NP','VB','JJ','NNS','X','NP','interest6'
'pressure','supply','lower','rates','easy','money','NN','VB','JJR','NNS','JJ','NN','interest6'
'fed','could','lower','rates','obstinate','X','NP','MD','VB','NNS','JJ','X','interest6'
'indeed','lower','shortXterm','rates','pumping','reserves','RB','VB','JJ','NNS','VBG','NNS','interest6'
'fears','right','X','rates','go','lenders','VBZ','RB','X','NNS','VB','NNS','interest6'
'intentions','X','concerning','lockheed','X','NULL','NNS','X','VBG','NP','X','NULL','interest5'
'chance','additional','increase','rates','X','could','NN','JJ','NN','NNS','X','MD','interest6'
'fundamental','concerns','earnings','rates','rather','wild','JJ','NNS','NNS','NNS','RB','JJ','interest6'
'britain','Xs','base','rate','stands','highest','NP','POS','NN','NN','VBZ','JJS','interest6'
'bring','pressure','lower','rates','X','NULL','VB','NN','VB','NNS','X','NULL','interest6'
'mrX','simmons','Xs','company','X','NULL','NP','NP','POS','NN','X','NULL','interest1'
'fall','1987','X','rates','nXt','rising','NN','AB','X','NNS','RB','VBG','interest6'
'fed','quickly','lower','rates','X','move','NP','RB','VB','NNS','X','NN','interest6'
'NULL','move','lower','rates','X','example','NULL','NN','VB','NNS','X','NN','interest6'
'west','germany','raised','rates','X','NULL','NP','NP','VBD','NNS','X','NULL','interest6'
'would','nXt','lower','rates','merely','keep','MD','RB','VB','NNS','RB','VB','interest6'
'eliminate','tax','deductibility','certain','debtXfinanced','takeovers','VB','NN','NN','JJ','JJ','NNS','interest6'
'longXterm','government','bond','rates','X','currently','JJ','NN','NN','NNS','X','RB','interest6'
'cash','flow','pay','X','X','X','NN','NN','VB','X','X','X','interest6'
'moreover','X','fees','rates','paid','banks','RB','X','NNS','NNS','VBN','NNS','interest6'
'120','banks','expressed','ual','transaction','attended','AB','NNS','VBN','NP','NN','VBD','interest1'
'nXt','count','years','income','loans','X','RB','VB','NNS','NN','NNS','X','interest6'
'NULL','NULL','NULL','rate','promised','banks','NULL','NULL','NULL','NN','VBD','NNS','interest6'
'prices','narrowing','difference','rates','uXsX','major','NNS','VBG','NN','NNS','NP','JJ','interest6'
'reserve','begun','reduce','rates','could','go','NP','VBN','VB','NNS','MD','VB','interest6'
'NULL','NULL','lower','rates','usually','diminish','NULL','NULL','JJR','NNS','RB','VBP','interest6'
'traders','concluded','uXsX','rates','would','remain','NNS','VBD','NP','NNS','MD','VB','interest6'
'raised','official','domestic','rates','X','mostly','VBD','JJ','JJ','NNS','X','RB','interest6'
'germans','raising','X','X','rates','X','NNS','VBG','X','X','NNS','X','interest6'
'prospect','lower','uXsX','rates','X','NULL','NN','JJR','NP','NNS','X','NULL','interest6'
'said','statement','X','fair','orderly','markets','VBD','NN','X','JJ','JJ','NNS','interest4'
'hooker','corpX','sold','parisian','chain','back','NP','NP','VBN','JJ','NN','RB','interest5'
'funds','buy','hooker','company','X','NULL','NNS','VB','NP','NN','X','NULL','interest5'
'dollar','weak','X','rates','rising','market','NN','JJ','X','NNS','VBG','NN','interest6'
'X','100','%','well','X','NULL','X','AB','NN','NN','X','NULL','interest5'
'much','broader','business','better','cushioned','price','RB','JJR','NN','RBR','VBN','NN','interest5'
'believe','pXg','Xs','superconcentrated','detergent','goes','VBP','NP','POS','JJ','NN','VBZ','interest1'
'group','uXsX','agencies','korean','agencies','X','NP','NP','NNS','JJ','NNS','X','interest5'
'persists','X','pessimism','rates','caused','new','VBZ','X','NN','NNS','VBN','JJ','interest6'
'reserve','unlikely','allow','rates','fall','many','NP','JJ','VB','NNS','VB','JJ','interest6'
'resulting','losses','caused','payments','debt','issued','VBG','NNS','VBN','NNS','NN','VBN','interest6'
'exclusion','given','banks','loans','used','acquire','NN','VBN','NNS','NNS','VBN','VB','interest6'
'X','postpone','cash','payments','X','NULL','X','VBP','NN','NNS','X','NULL','interest6'
'X','given','current','rates','X','still','X','VBN','JJ','NNS','X','RB','interest6'
'unlike','1987','X','rates','falling','year','IN','AB','X','NNS','VBG','NN','interest6'
'reserve','board','ease','rates','much','X','NP','NP','VB','NNS','RB','X','interest6'
'city','cellular','telephone','X','separate','transaction','NP','JJ','NN','X','JJ','NN','interest5'
'uXsX','foreign','annual','rates','guide','general','NP','JJ','JJ','NNS','NN','JJ','interest6'
'jaguar','acquiring','minority','X','NULL','NULL','NP','VBG','NN','X','NULL','NULL','interest5'
'NULL','resulting','decline','rates','value','dollar','NULL','VBG','NN','NNS','NN','NN','interest6'
'beneficial','effects','lower','rates','lower','dollar','JJ','NNS','JJR','NNS','JJR','NN','interest6'
'likely','bring','shortXterm','rates','effort','calm','JJ','VB','JJ','NNS','NN','VB','interest6'
'traders','lowered','key','rate','known','federal','NNS','VBD','JJ','NN','VBN','NP','interest6'
'XinterestXonly','securities','pay','X','NULL','NULL','JJ','NNS','VBP','X','NULL','NULL','interest6'
'resigned','pursue','personal','X','NULL','NULL','VBD','VB','JJ','X','NULL','NULL','interest3'
'NULL','NULL','also','military','electronics','electroXoptics','NULL','NULL','RB','JJ','NNS','NNS','interest5'
'NULL','NULL','annual','rate','next','11','NULL','NULL','JJ','NN','JJ','AB','interest6'
'reasonably','valued','X','rates','lower','fall','RB','VBN','X','NNS','JJR','NN','interest6'
'nation','Xs','base','rate','X','NULL','NN','POS','NN','NN','X','NULL','interest6'
'regarding','companies','bank','follows','similar','approval','VBG','NNS','NN','VBZ','JJ','NN','interest5'
'beneath','weight','hefty','payments','X','NULL','IN','NN','JJ','NNS','X','NULL','interest6'
'squeeze','caused','tardy','payments','put','prestigious','NN','VBD','JJ','NNS','VB','JJ','interest6'
'marks','significant','shift','rate','outlook','X','VBZ','JJ','NN','NN','NN','X','interest6'
'4X8','billion','coupon','payments','X','NULL','AB','AB','NN','NNS','X','NULL','interest6'
'months','would','default','payments','covering','X','NNS','MD','VB','NNS','VBG','X','interest6'
'bonds','X','suspended','payments','X','NULL','NNS','X','VBN','NNS','X','NULL','interest6'
'appeared','unlikely','pay','total','X','1X2','VBD','JJ','VB','NN','X','AB','interest6'
'era','1980s','compound','reaching','X','X','NN','AB','JJ','NN','X','X','interest6'
'paying','exorbitant','compound','X','NULL','NULL','VBG','JJ','NN','X','NULL','NULL','interest6'
'NULL','businesses','borrowing','rates','higher','earnings','NULL','NNS','VBG','NNS','JJR','NNS','interest6'
'klm','british','airways','companies','fly','airplanes','NP','NP','NPS','NNS','VBP','NNS','interest5'
'NULL','NULL','NULL','income','fee','income','NULL','NULL','NULL','NN','NN','NN','interest6'
'Xs','bank','skim','X','X','pasok','POS','NN','VB','X','X','NP','interest6'
'seminars','topics','mutual','X','said','gibson','NNS','NNS','JJ','X','VBD','NP','interest4'
'NULL','nbc','Xs','may','revive','deal','NULL','NP','POS','MD','VB','NN','interest1'
'passive','X','minority','programXmaker','without','violating','JJ','X','NN','NN','IN','VBG','interest5'
'since','nbc','Xs','qintex','bid','disclosed','IN','NP','POS','NP','NN','VBN','interest1'
'always','ought','stand','X','Xs','essential','RB','MD','VB','X','VBZ','JJ','interest4'
'say','warner','protecting','X','NULL','NULL','VBP','NP','VBG','X','NULL','NULL','interest4'
'said','citic','pay','rate','0X5','percentage','VBD','NP','VB','NN','AB','NN','interest6'
'difficult','calculate','exact','rate','currency','option','JJ','VB','JJ','NN','NN','NN','interest6'
'area','officials','expect','rates','decline','inflation','NN','NNS','VBP','NNS','VB','NN','interest6'
'whatever','think','fit','people','X','NULL','WDT','VBP','JJ','NNS','X','NULL','interest4'
'goals','exchange','rates','rates','X','NULL','NNS','NN','NNS','NNS','X','NULL','interest6'
'combating','inflation','high','rates','X','mrX','VBG','NN','JJ','NNS','X','NP','interest6'
'X','possibility','uXsX','rates','cut','japanese','X','NN','NP','NNS','NN','JJ','interest6'
'environment','X','shortXterm','rates','already','5','NN','X','JJ','NNS','RB','AB','interest6'
'69X4','%','controlling','honeywell','bull','inc','AB','NN','VBG','NP','NP','NP','interest5'
'growth','narrowing','difference','rates','loans','cost','NN','VBG','NN','NNS','NNS','NN','interest6'
'official','said','much','company','recently','X','NN','VBD','JJ','NN','RB','X','interest1'
'federal','reserve','allowing','rates','ease','slightly','NP','NP','VBG','NNS','VB','RB','interest6'
'6X634','%','true','cost','X','NULL','AB','NN','JJ','NN','X','NULL','interest6'
'NULL','foreign','bonds','rates','inflation','weighed','NULL','JJ','NNS','NNS','NN','VBD','interest6'
'gibbons','green','sold','shellerXglobe','united','technologies','NP','NP','VBD','NP','NP','NP','interest5'
'NULL','reduced','uXsX','panama','nXt','justify','NULL','VBN','NP','NP','RB','VB','interest1'
'X','federal','pensions','payments','X','automatic','X','JJ','NNS','NNS','X','JJ','interest6'
'NULL','move','lower','rates','X','remains','NULL','NN','VB','NNS','X','VBZ','interest6'
'drew','support','falling','rates','X','NULL','VBD','NN','VBG','NNS','X','NULL','interest6'
'japan','combined','change','rates','reminding','people','NP','VBN','NN','NNS','VBG','NNS','interest6'
'city','cellular','telephone','X','separate','transaction','NP','JJ','NN','X','JJ','NN','interest5'
'%','operating','profit','corporate','expense','X','NN','NN','NN','JJ','NN','X','interest6'
'strong','pound','high','rates','long','necessary','JJ','NN','JJ','NNS','JJ','JJ','interest6'
'resulting','losses','caused','payments','debt','issued','VBG','NNS','VBN','NNS','NN','VBN','interest6'
'X','postpone','cash','payments','X','NULL','X','VBP','NN','NNS','X','NULL','interest6'
'pursuit','selfXinterest','marketplace','society','X','frequently','NN','NN','NN','NN','X','RB','interest4'
'slow','moves','cut','rates','X','NULL','VBP','NNS','VB','NNS','X','NULL','interest6'
'1994','X','priced','rate','float','15','AB','X','VBN','NN','VB','AB','interest6'
'lackluster','performance','high','rates','must','pay','JJ','NN','JJ','NNS','MD','VB','interest6'
'%','rise','net','revenue','X','6','NN','NN','JJ','NN','X','AB','interest6'
'basis','points','net','margin','yearXago','quarter','NN','NNS','JJ','NN','JJ','NN','interest6'
'X','period','declining','rates','X','primarily','X','NN','VBG','NNS','X','RB','interest6'
'reflected','restructuring','reduced','rate','large','loan','VBN','NN','VBN','NN','JJ','NN','interest6'
'norcen','westmin','X','oil','X','gas','NP','NP','X','NN','X','NN','interest5'
'credits','loans','made','rates','fees','prevailing','NNS','NNS','VBN','NNS','NNS','VBG','interest6'
'agreed','sell','majority','italianXbased','landini','tractor','VBD','VB','NN','JJ','NP','NN','interest5'
'substantial','X','minority','landini','company','operated','JJ','X','NN','NP','NN','VBN','interest5'
